CUSTRECORD_EOS_DATE,CUSTRECORD_EOS_MEMO,BINNUMBER
06/24/2025 12:00:00 AM,Great job today,Temple - Manual
06/24/2025 12:00:00 AM,"Had issues with the glue shot at the SOS, cartons were coming out opened. We also had issues with a sensor, the screw on portion of the sensor wore off and fell off, this had to be adjusted and caused more downtime. Before lunch we had issues with the uncasing robot that caused some more downtime. The 24pk cartons on the 3rd lane were not being stopped when rolling down the rollers which caused the robot to stop, Angel made some adjustments to it and got it going.",RD1
06/24/2025 12:00:00 AM,"ID1, WO3991 VP88001 PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK, we had minor issues with the carton not opening causing some can crashes, and can jam, other than that no other major issues or concerns reported. Shift Production 6,762 Raven Uptime 80% //////////////////////////////////////////////////////////////////////////////////////////// BC1-Flight-C1, WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON**, this line actually ran pretty well no issues reported. Shift Production 1,872 Raven Uptime 98%",BD1
06/24/2025 12:00:00 AM,"No major issues today on the line, a few case erector jams but nothing with major down time.",RP1
06/24/2025 12:00:00 AM,No major machine issues . // Case Erector Down 13m lost due to case positioners slightly off causing cases to fall . Minor adjustment there . No other issues.,RP1
06/24/2025 12:00:00 AM,No serious issues to report.   Did have to swap boxes out on TD2 due to a size difference.,TD1
06/24/2025 12:00:00 AM,Several can jams throughout the day. Had to clear the cans out of the machine and clean up any product. Cartons did not want to open every so often. Just hurried and pulled them out and got the machine started. Had to make adjustments to the glue shots. The gate is currently zip tied down due to it being broken. Maintenance will replace when the zip tie no longer works.,Flight - C2(W)
06/24/2025 12:00:00 AM,"TD2: Had 8 date changes throughout the shift, tried getting all the partial WIP pallets out of the warehouse. Line ran well but having date changes kept us from hitting goal.   Td1: At SOS of shift maintenance was machine adjustments to the horizontal loader  since we had a lot of issues with jams. Maintenance went ahead a cleaned the line, adjusted the push loader position to get all the tetras inside the box. Also adjusted the air flow control to the backstop since it was hesitating .  Kept having loader jams throughout the day since the tetras could keep spinning during loading.",TD1
06/24/2025 12:00:00 AM,"Team did well today. Only issue is we lost 2 people at 5am due to them being unprofessional and they will not be back,",Temple - Manual
06/24/2025 12:00:00 AM,The line experienced some up and down flows due to the arpac having film jams. Maintenance took the machine down multiple times to work through this issue. Operational downtime was taken as well in order to get the right processes in place for the new 12 pk run.,TA1
06/24/2025 12:00:00 AM,The line ran well most of the downtime came from horizontal loader jams on TD2. The magazine arm was fixed to grab the boxes better.,TD1
06/24/2025 12:00:00 AM,"The line started running at 2:36, we had to dekit, and Craig adjusted the speeds in all the conveyors, we had several jams trying to get it started. It was hard to keep up wrapping and building  Pneumatic Separator Fault- 63 minutes lost We had jams at SOS, due to the line being cleared. During the 1st hour Craig lowered the CPM to 24. With 15 people it’s hard to keep up with the dekit, I moved 2 employees from RD1 to help pick up the dekit. We had jams again due to back pressure, he then raised us to 25 CPM, he also moved over the separating bars to have a bit of space from the tray. After our last break we had a lot of jams, Craig was monitoring all the last hour, he ended up phasing the whole machine.  Date Code Quality- 8 minutes lost A fan was pointed right at the date coder, that caused the Jetter to dry up and print smeared. We stopped and cleaned it out, also we adjusted the direction of the fans.  Dekitting- 9 minutes lost We had to dekit at SOS, since we didn’t have WIP to start the line.",RS1
06/24/2025 12:00:00 AM,"The line struggled with new employees today, taking multiple downtimes to coach and train employees how to correctly clear jams",TP1
06/24/2025 12:00:00 AM,"WIP Tray Conveyor Jam- 19 minutes lost All shift we had issues with lane 3, it kept sending 2 trays at a time. Issue was shared on teams, Jesse thighten set screw on the cylinder positioning sensor.  Carton Not Opened-11 minutes lost We were having random loader jams, the source of the issue wasn’t found. Before we went to lunch it happened back-to-back, the blue plate was sprayed down.  Machine Adjustments- 6 minutes lost The line was stopped by the mechanics, they installed a Go Pro, to see why we are getting random loader jams.  Product Conveyor Jam- 8 minutes lost Cans were getting stuck in the infeed lanes, no adjustments were made.",RD1
06/24/2025 12:00:00 AM,We were able to hit goal without any downtime to account for.,Flight - A1
06/25/2025 12:00:00 AM,"- ID1 WO3910 - New Cartons for WYNK lemonade 12 pack exhibit same issues as previous 12 packs with the carton flaps interlocking when being picked. Much less frequently than previous cartons, but still caused crashes and incorrect carton set up if the carton happened to pre-break during picking. - Manny and Rob installed an airline on the picking area of the carton magazine to help keep the cartons separated while being picked. - Raven tags for the can sweep are not active so we used the ""Facility Equipment Down"" tag for issues with can sweep. - ID1 HMI froze and needed to be power cycled. 6min tagged as ""Facility Equipment Down"" ---------------------------------------   - BD1 WO3772, WO3919 - After changing over to the 2nd work order, Flight #5 started to give us issues, preventing cartons from setting up properly and causing jams. Rob tried to make adjustments to alleviate issues but there is a misalignment between ops and non-ops side that causes the carton to not square up as it moves into the loading area and creates enough of a gap that the flap guide can not hold the minor trailing flap closed. - Lowered top rail to help keep the carton square as it advances through the machine and made small adjustments to ops-side bottom flap guide to help correct issues with flight #5. - More adjustments to the top rail, needed to be raised slightly to keep the rails from scratching the top of the cartons once the cans were loaded. - #53 non-ops upper flap guide needed to be adjusted as it was creating too much drag on the cartons preventing them from setting up properly for loading. - Excess humidity seems to be affecting the cartons (especially these smaller, thinner ones), turning what would normally be a negligible issue into something more severe. - 2 work orders - 1 Configuration C/O",BD1
06/25/2025 12:00:00 AM,100 percentage of completion Great run!,IP1
06/25/2025 12:00:00 AM,"At SOS couldn’t start the line right away since there was an issue with the film not wanting to be cut. Maintenance made adjustments to the knife cutter since it was having issues cutting even though the senor was reading correctly. Started having issues with the toptier crashing frequently. Kept having issues with the film jamming up/ the film coming out crooked. Maintenance kept making adjustments to the film roller/ knife. Maintenance found that the static bar was dirty, maintenance cleaned it up and wired the ground correctly and the line ran a lot better. Kept having issues with the the toptier palletizer going down throughout the shift, either having cases fall off the pallet or the robot faulting out and not wanting to spit out the pallet.",TA1
06/25/2025 12:00:00 AM,"At SOS, we were experiencing frequent M101 belt jams. This issue was primarily caused by associates keeping up with the machine and continuously filling the belt, which led to M101 jams due to insufficient spacing. To mitigate this, Maintenance increased the CPM by 1 to create more space and reduce the likelihood of jams. Additionally, a faulty sensor was repeatedly triggering the outlet accumulation sensor, even though the palletizer was not actually backed up. This false signal contributed to M101 jams and significantly increased reset times. Frequent jams were also occurring at the pneumatic separator due to back pressure.",RS1
06/25/2025 12:00:00 AM,"BD1 WO3971 VP80035 WYNK 10MG STRAWBERRY LEMONADE 6X4 24 PK *CARTONED* we started this job and completed with some issues opened flaps, and come crashes mechanic did some adjustments, see Engineering Comments. Final Production 1,400 Then we did a F/O going next into next WO3967 BD1 VP80033 WYNK 10MG LEMONADE 6X4 24 PK *CARTONED* we had some minor issues unable to finish. Shift Production 416 Raven Uptime 90% /////////////////////////////////////////////////////////////////////////////////////////////////////////////// BC1-Flight-C1 WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON** we had some issues opened cartons and flaps mechanic did some adjustments. Shift Production 1,352 Raven Uptime 82%",BD1
06/25/2025 12:00:00 AM,"BS1  Production started a few minutes late due to adjustments made to the line due to the product change. The objective of the 3 WYNK SINGLE FLAVOR orders was completed, and one more order of WYNK 3 Flavors was placed. The line presented obstacles during the run, because the cans were getting stuck in the pneumatic separator.   #WO3970 VP80038 WYNK 10MG RASPBERRY LEMONADE 6X4 24 PK *SHRINK* ---- 1405 CS #WO3972 VP80036 WYNK 10MG STRAWBERRY LEMONADE 6X4 24 PK *SHRINK* ----- 1,399 CS #WO3968 VP80034 WYNK 10MG LEMONADE 6X4 24 PK *SHRINK*  -------------------------1,327 CS #WO3911       VP80040        WYNK 10MG 3-FLV LEMONADE 2X12 24 PK *SHRINK*  -------------- 2,184 CS",BS1
06/25/2025 12:00:00 AM,"BS1, WO3892 VP28041 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **TRAY & SHRINK**, on this line we experienced more downtime due to line operators not fast enough to applying 2 stickers required, also not keeping fully loaded delay production, also some issues with film jam. We will stop production around 0630AM to stage #WO3970 VP80038 WYNK 10MG RASPBERRY LEMONADE 6X4 24 PK *SHRINK, as this order is ready, other WYNK others need SOP Commercial verification. Raven Uptime",BS1
06/25/2025 12:00:00 AM,Both lines ran well until lunch time when both lines were sent to lunch. Td2 was taken down for trial cartons which ended in a failure in the cylinder as well leading to sending the crew home after 2 hours of downtime. TD1 went down for lunch in order for maintenance to look at the loader arm that is clipping tetras while loading. The line was down until 1pm until Jose could break off and make needed adjustments.,TD1
06/25/2025 12:00:00 AM,"Finished WIP right before last break , sent team to RS1 to run body armor. //  Case Erector Down - 21m lost due to cases that keep falling backwards",RP1
06/25/2025 12:00:00 AM,Had a few can jams today. Cleared the machine and got back to running. Had a few cartons not open when being sat down in the machine. Pulled the cartons out and started the machine to get back up and running fast. Very successful day today.,Flight - C2(W)
06/25/2025 12:00:00 AM,"Had another really good night tonight. Only 4 total stops for 6 total minutes due to carton issues. Finished orange pineapple, and changed over to strawberry kiwi with a JUN 02 expiration code. There was only 3 pallets with that date code, then we had to switch to strawberry kiwi with an expiration code of JUN 03. Total time for both changes were 21 minutes.",Flight - C2(W)
06/25/2025 12:00:00 AM,"ID1- #WO3910 - VP80039: WYNK 10MG 3-FLV LEMONADE 2X12 24 PK *CARTONED*------ 2,290cs  The line experienced production delays due to working with a new, different package for WYNK 3 FLV. Necessary adjustments were made during the production process. The robotic arm that rotated the cans also experienced issues during production, causing significant delays to the target.  -------------------------------------------------------------------------------------------------------------------------------- BD1  During the day, adjustments were made to the line as the carton flaps were not closing properly.  Production of the WYNK LEMONADE order was completed, and we proceeded to continue with the two DRAYHORSE orders. Once completed, the line was cleaned to prepare it for the changeover to Stateside Soda. We moved the crew to BC1, where they were able to produce a pallet  #WO3967  VP80033  WYNK 10MG LEMONADE 6X4 24 PK *CARTONED* ------------------------- 912 cs #WO3691  VP112001  DRAYHORSE SIP CLASSIC MARGARITA 1-FLV 6X4 24 PK ---------------- 472 cs #WO3695  VP112003  DRAYHORSE SIP SPICY MARGARITA 6X4 24 PK ---------------------------- 145 cs #WO3697  VP28079   STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON** ---- 104 cs",BD1
06/25/2025 12:00:00 AM,Line ran well,Temple - Manual
06/25/2025 12:00:00 AM,No major machine issues .,RD1
06/25/2025 12:00:00 AM,TD1 - running well on TD1 up until 230 am. Started having issues with the boxes not dropping into position in the flights. Garret cleaned the suction cups and we traded out the boxes with another pallet. Garret also adjusted the delay and drop times to help give it a longer period to drop the box before trying to move again. The change over began at 4:00 am after still fighting the box on orange blast. We did complete the line clearance and two date changes.   TD2- had no issues with the orange blast and completed change over at 5am. Completed 2 pallets of date changes.,TD1
06/25/2025 12:00:00 AM,"TD2: Line ran well, SOS was having issues with the retaining gate not allowing there to be a good steady flow into the cases. Not allowing 4 tetras to be fed, maintenance realigned the retaining gates and eliminated the issue.93 % uptime   Td1: From the SOS had issues with the cartons slipping out the magazine, had maintenance try to adjust the tabs. Kept having issues with magazine dropping cartons, maintenance had to adjust the magazine on timer so the boxes would feed quicker to stop the miss pick issue still happening 1 every now and then. Also, had close the back stop from 5.5 to 5.45 help prevent the horizontal loader from crashing",TD1
06/25/2025 12:00:00 AM,Temple Manual ran well but lost forklift driver in last 45 mins of shift which didnt allow us to build the last 2 pallets. Total physically built is 12.,Temple - Manual
06/25/2025 12:00:00 AM,"The last hour we experienced a lot of bad quality on the film. The line was stopped at 10:02 to clear out those reworks. Pneumatic Separator Fault- 20 minutes lost A few issues due to too much back pressure.   Waiting on WIP- 7 minutes lost This was tagged at SOS, we were left with a partial pallet in each flavor on the raiser. Our FL driver couldn’t find a working forklift.  Film Wrap Quality- 5 minutes lost Towards the end of shift we had a lot of film quality issues; Mario adjusted the heat under the trays and also the speed inside the oven.",RS1
06/25/2025 12:00:00 AM,The line had a lot of top tier issues due to lack of knowledge on the operators on how to properly clear jams. The line went down around 1130 for a film break and did not come back up on shift. The line was sent home and the issue ended up being a misthread by the maintenance team.,TA1
06/25/2025 12:00:00 AM,The line ran well only downtime being case sealer jams due to drop packer misdrops and breaks and lunches being taken together,TP1
06/25/2025 12:00:00 AM,"The line was stopped at 9:56 due excessive cardboard and damages under the rollers.  Case Erector Down- 8 minutes lost We had a few jams due to the boxes getting jammed as they were getting ejected. The stopper kept getting loose, we kept tightening it up.  Dekitting- 7 minutes lost We stopped a few times to dekit, every time we swapped associates around, we also sent another associate to palletize since the robotic palletizer was down. We had someone leave after lunch, family emergency.  Waiting on Cases- 7 minutes lost This was tagged when the tray former was down, and we were waiting on trays.",RP1
06/25/2025 12:00:00 AM,"Took time at the start of the shift to train each team member in their respective roles, as this was the first time the team had worked on a project of this nature. went slow to go fast to ensure everyone was aligned and understood their responsibilities. The Vention robot was down for the entire shift, we had to pause several times early on to allow the team to de-kitt.",RP1
06/25/2025 12:00:00 AM,We were able to surpass goal by 1 pallet. No downtime to account for. My report did not send so I am submitting it now,Flight - A1
06/25/2025 12:00:00 AM,kept having issues with Pneumatic Separator fault due to increased back pressure. 36m lost,RS1
06/26/2025 12:00:00 AM,"- BS1 WO3980, WO3920 - No major issues with this line - 2 Work Orders - 1 Configuration C/O",BS1
06/26/2025 12:00:00 AM,"- ID1 WO3991 - No major issues with this line ---------------------------------------   - BD1 WO3701 - Both date coders went down toward the start of the shift and shortly after, Ryan identified an electrical short in the panel on the air compressor skid that required the line to be shut down so he could trouble shoot and resolve the issue. 45min tagged as ""Facility Equipment Down"" ---------------------------------------  - BC1 WO3697 - No major issues with this line",BD1
06/26/2025 12:00:00 AM,"At SOS couldn’t start the line up right away since maintenance was making adjustments to the film. Maintenance was able to get the line running but kept having film jams throughout the shift. Issue persisted throughout the shift, Maintenace adjusted the air pressure from 10 to 13 psi. Maintenance also adjusted the film speed from 1420 to1422. Still kept having issues with the film jamming up throughout the shift.  At EOS did a flavor c/o to fruity cereal.",TA1
06/26/2025 12:00:00 AM,"At SOS had finished the last partial pallets for Orange Blast in the warehouse then did flavor C/O to Fruit Punch. Had 6 dates changes throughout the shift. Right before lunch started having an issue with the case erector jamming up, maintenance found that the cases were to flimsy causing the case erector to crash frequently. Due to the constant date changes throughout the shift it impacted us from hitting goal. Had to ensure to clear the line before loading up the lanes with the new date.",TP1
06/26/2025 12:00:00 AM,"BC1-Flight-C1 WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON** we had some issues opened cartons and flaps mechanic did some adjustments. Shift Production 1,352 Raven Uptime 88% ///////////////////////////////////////////////////////////////////////////////////////////////////////////////// BD1, WO3919 VP83003 BETTY BOOZE BOURBON 3-FLV 4X6 24PK *CARTONED*, we completed with some minor issues, then we did a C/O, going next WO3701 VP28040 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **CARTON**, Betty Final Production 810 SS shift production 1,144 Raven Uptime 82% ///////////////////////////////////////////////////////////////////////////////////////////////////////////////// ID1, WO3910 VP80039 WYNK 10MG 3-FLV LEMONADE 2X12 24 PK *CARTONED*, we had a delay as 2nd shift took apart the line then noticed there was more WIP so they assembled back again the line to complete the last of the order 135 cases, then we did C/O going next WO3991 VP88001 PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK, we did experience some cartons issues. Shift Production 4,116 Raven Uptime80%",BD1
06/26/2025 12:00:00 AM,"BS1, WO3911 VP80040 WYNK 10MG 3-FLV LEMONADE 2X12 24 PK *SHRINK*     we completed this order with some minor issues, cleaned up move crew to BC1, Flight-C1. Final Production 3,768 Raven Uptime",BS1
06/26/2025 12:00:00 AM,"Case Erector Down/Case Sealer Down- 6 minutes lost We had a few boxes that weren’t closing right on both ends, it was due to poor quality boxes. The print was coming off at the flaps were being folded.  Broken Part Repair- 18 minutes lost At 8:33 we were getting jams back-to-back; we noticed the minor flap trucker wasn’t moving. The screw had broken off; Craig was able to replace to screw. We were back running at 8:48.   Dekitting- 7 minutes lost We stopped to dekit twice, during this time we also cleaned up carboard from the middle of theline.",RP1
06/26/2025 12:00:00 AM,"Comments BD1- #WO3701 VP28040 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **CARTON**  Good run, Experienced down time due to some cans transfer jam in the line and at certain times the carton flap on the operator side was popping open. The mechanics were making the necessary adjustments during the shift  Total Produced: 4,020 cs -----------------------------------------------------------------------------------------------  BC1-#WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK  Good run, no issues presented.  Total Produced: 1,976 cs  ----------------------------------------------------------------------------------------------- ID1-#WO3991 VP88001 PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK  There was downtime due to the case sometimes not opening properly, causing jams when transferring cans.   Total Produced: 6,468 cs",BD1
06/26/2025 12:00:00 AM,"Film Wrap Quality- 14 minutes lost During the first half of the shift, we were getting the film shift back and forth. Craig kept adjusting the speed in the oven. Right before lunch he saw that the settings for Body Armor were still on in the oven. We used this time to rework 3 pallets from that issue.  Product Fallen on Conveyor- 9 minutes lost Cans kept falling where the two conveyors met, Craig closed two of the lanes, we saw less fallen cans after that.  Pneumatic Separator Fault- 6 minutes lost At the start of shift we had several jams, as soon as the lanes were filled and adjustments on the conveyor were made, the line ran great.  Downed Tray Former- 2 minutes lost This was tagged when the trays weren’t getting picked up, Craig told us we had too much pressure. After that we made sure the trays weren’t filled all the way.  Waiting on WIP- 3 minutes lost  This was tagged when we were waiting on pallets at SOS.",RS1
06/26/2025 12:00:00 AM,Goodnight on Temple Manual. We did have alot of new hires and the lead who has been leading left early. Our back up lead Jess stepped up and knocked it out of the park.  We did blow a fuse twice in the area last night which shut down the printers for about 8 mins a piece but no issues other than that.,Temple - Manual
06/26/2025 12:00:00 AM,No downtime to report,Flight - A1
06/26/2025 12:00:00 AM,No issues at all today,RP1
06/26/2025 12:00:00 AM,"No major issues at all, a few minor faults only. Finished WO at about 10am, cleaned up and sent everyone home except a couple to help set up ZOA for 2nd shift.",RS1
06/26/2025 12:00:00 AM,"Ran great today, Only stopped 1 time due to a can jam. The lower major flap folder is collecting a lot of excess glue. I had to stop the machine a few times to scrape it off so the cartons wouldn't get damaged. Also, one of the gate bars by the can pusher isn't opening and closing like it's supposed to. It's just staying open.",Flight - C2(W)
06/26/2025 12:00:00 AM,"Short 1 driver and 4 people , Dekitting - 23m lost , team had  a hard time keeping up with dekitting.",RP1
06/26/2025 12:00:00 AM,TD1- we had a good amount of issues with TD1 tonight. We were constantly making adjustments to try and keep running the product. There was alot of variation in the sizes and heights of the tetra paks. Garret had to stay over there all shift to monitor.   TD2 - Same issues as TD1.  Alot of adjustments needed and a few jams.   We were able to keep both lines running and worked on quick jam clears and adjustments . We did clean each line multiple times tonight.,TD1
06/26/2025 12:00:00 AM,"TD2: Line ran well, 96% uptime.   Td1: From the SOS was issues with the cartons slipping out the magazine, had maintenance adjust the magazine timer on delay and the magazine timer off delay 3 times. Also had issues with the loader jamming up throughout the shift.",TD1
06/26/2025 12:00:00 AM,The line ran well we did have over 12 date changes due to running out the remainder of the 1st touch vp94005. case erector went down multiple times due to the operator keeping it full,TP1
06/26/2025 12:00:00 AM,The line took a ton of downtime due to film jam issues jose and maintenance support worked on this all day.,TA1
06/26/2025 12:00:00 AM,Thomas had to make adjustments near the end of shift because we started seeing open minor and major flaps. Made the adjustments and got back to running. Overall it was a successful day finishing ahead of schedule.,Flight - C2(W)
06/26/2025 12:00:00 AM,line ran well,TD1
06/26/2025 12:00:00 AM,"pneumatic separator fault - 19m lost due to back pressure. // Changeover - 25m lost due to changeover , then team went to break , thats why it seems C/O took 37m",RS1
06/27/2025 12:00:00 AM,"- ID1 WO3913 - No major issues with this line ---------------------------------------   - BD1 WO3701 - 15min for adjustments to resolve open flaps ---------------------------------------  - BC1 WO3697 - Running stateside lemonade 3x8 and spare trays were brought to the line from the previous shift. The spare trays did not have the correct barcode #'s so we stopped to remove any incorrect trays. ""Carton Quality"" tagged used for this downtime",BD1
06/27/2025 12:00:00 AM,"- Sticker and shrink for Stateside. ""Dekitting"" tag used to for downtime for applying stickers. Crew from BP2 helped out on this line after completing BP2 work order. - Had to run to the store to get toner for the case labels. 15min downtime waiting",BS1
06/27/2025 12:00:00 AM,"- We did not have enough usable white pallets to use the automatic palletizer going and were only able to set up one palletizing station. This created a bottle neck and would have to stop the line in order for the palletizer to catch up. Used ""Finished Goods Pallet Change"" tag for this downtime. We were able to get a 2nd palletizer station going to reduce downtime due to the bottleneck. - ""Case Sealer Down"" tag used for downtime caused by the lack of guiderails on the check weigher belts leading into the sealer. Without guide rails, the cases ""travel"" and jam at the entrance to the sealer. - Crew finished the work order @8pm. After cleanup and lunch, moved to BS1 to help the stickering.",BP2
06/27/2025 12:00:00 AM,"99% uptime, we sent 2 employees’ home after lunch.",RP1
06/27/2025 12:00:00 AM,"At SOS started having issues with the cases being damaged on the rail way before getting to the drop packer. Also had issues with the drop packer damaging cases.  Maintenance was caught up trying to fix TD1 so line was down until maintenance was free to assist. Maintenance found that there a bad spring on the corner drop packer. Maintenance had to drive to home depot to find a spare spring, once he made it back got the line running without any issues. (2 hours 52 min downtime) Kept HC after 2nd shift to complete more cases.",TP1
06/27/2025 12:00:00 AM,"At SOS was having issues with the film jamming up consistently, had maintenance put a role on film reel 2 and the line ran a lot better with no jams. Maintenance also advised that the top tier palletizing robot was down so I had to manual palletize. Kept having issues with the film jamming up throughout the shift. Had to send HC home since they were moving to slow dropped the HC to 13. Toward the EOS started having issues with the blade not wanting to cut the film. Maintenace ended up changing the forth blade from the op side.",TA1
06/27/2025 12:00:00 AM,"BD1 WO3701 VP28040 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **CARTON**      ran with minor issues opened flap, some can crash, no other major issues.  Shift Production 4,264 Raven Uptime 94% //////////////////////////////////////////////////////////////////////////////////////////////////////////////////// ID1, WO3991 VP88001 PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK, we ran well just couple minor issues open flaps. Stopped production around 0630 to do a F/O to Alani. Final Production 6,468  Raven Uptime87% //////////////////////////////////////////////////////////////////////////////////////////////////////////////////// Flight-C1, WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON**, we ran just for 30 minutes only no issues. Production 104 Raven uptime 90%",BD1
06/27/2025 12:00:00 AM,"BS1 #WO3892 VP28041 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **TRAY & SHRINK**  On this line we experienced more downtime due to line operators not fast enough to applying 2 stickers required (dekitting on the raven), also not keeping fully loaded delay production. We also had a film jam, which took us time to correct the problem.  Total Produced:  3,952 cs",BS1
06/27/2025 12:00:00 AM,"BS1 WO3920 VP83004 BETTY BOOZE BOURBON 3-FLV 4X6 24PK *SHRINK* we complete what was left from 2nd shift on this order. Did a F/O Moved into       WO3892  VP28041 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **TRAY & SHRINK** STICKERS, the only issue line operators could not catch up with hand applying stickers, besides we were 4 short, ran lines short. BETTY final production 1,225 SS production 3,120 Raven Uptime 73%",BS1
06/27/2025 12:00:00 AM,"Comments: BD1- #WO3701 VP28040 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **CARTON**  Good run, the target was completed. There was some downtime due to a jam in the can transfer line, and at times, the case flap on the operator's side would open. Mechanics were making the necessary adjustments during the shift.  Total Produced: 4,264 cs -----------------------------------------------------------------------------------------------  BC1-#WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK  Good run, no issues presented.  Total Produced: 2,080 cs  ----------------------------------------------------------------------------------------------- ID1- #WO3913 VP59023 ALANI NU ENERGY 3-FLV 18PK (CHT/CSD/PCH) *CANADA*  Production started a few minutes late due to adjustments made to the line due to the product change. The necessary adjustments were made during the run because the cartons were not opening correctly on the line and were causing a case transfer jam. We also had a downtime because the printer began to fail, so it was replaced with another one.  Total Produced:  5,576 cs",BD1
06/27/2025 12:00:00 AM,Had a code change at around 6:30pm. Towards the end of shift I was getting cartons not fully sealing on the bottom major. I ended up closing the strongback a little and this solved the issue. Had a can jam. Cleared the machine and got it back running.,Flight - C2(W)
06/27/2025 12:00:00 AM,No issues  sent team home at lunch and started RS1.,RP1
06/27/2025 12:00:00 AM,"No issues today, ran smooth. Had some de-kit down time and a few case erector faults.",RP1
06/27/2025 12:00:00 AM,"No major issues today, ran Poppi then changed over to Drink Weird and back over to Poppi once we were done with drink weird.",RS1
06/27/2025 12:00:00 AM,"Pneumatic Separator Fault/Waiting on WIP- 26 minutes lost A few times during WIP pallet change, we would lose back pressure, that caused cases to jams. Also, during the pallet change the raven would turn red since it would take longer for the cases to reach the machine.",RS1
06/27/2025 12:00:00 AM,Ran TP for alittle bit last night to catch up with some of the misses we had thru the week.,TP1
06/27/2025 12:00:00 AM,Started Producing Around 4am //,RS1
06/27/2025 12:00:00 AM,TD2 ran great tonight with building 30 pallets and 99% uptime.   TD1 had issues all night and only got 10 boxes. There was constant adjustments to the back stop and had to change out boxes twice. Finally we ended up swapping to blue razz and allowing TD2 to finish out the fruit punch run since it was doing so well.,TD1
06/27/2025 12:00:00 AM,"TD2: Line was running well, then at 4:01 pm the retaining gate arm broke. Maintenance took the arm off and put some epoxy on it. Maintenance was able to repair the part and got the line running (1hr 30min downtime). After the broke part repair the line ran well with minimal loader jams. Td1: Raven was down the whole day tried resetting the raven but couldn’t get it to count cases. Also tried disconnecting and connecting the sensor but couldn’t get to work. Had minor issues with the horizontal loader jamming up.",TD1
06/27/2025 12:00:00 AM,"The date coder went down 3 times due to a blown breaker, we unplugged the fans causing the overload and it was fixed",Temple - Manual
06/27/2025 12:00:00 AM,The line had a lot of issues with the film jams as well as major top tier issues.,TA1
06/27/2025 12:00:00 AM,The line ran well we did have an issue with the slide on TD2 having a burr causing tetras to be torn,TD1
06/27/2025 12:00:00 AM,We had a few can jams on the machine today. Cleared the machine and got it back up and running. We had major air issues on the machine. It was down for 45 minutes the second time it happened. It took Thomas time to diagnose and fix the issue with the help of Jose.,Flight - C2(W)
06/27/2025 12:00:00 AM,"the line ran well until lunch time when the case erector went down, and we had to hand glue cases. The issue was the suction arm assembly lost the home position and was hitting the wall.",TP1
06/28/2025 12:00:00 AM,"- ID1 WO3913, WO3991 - No major issues -2 work orders - 1 configuration C/O ---------------------------------------   - BD1 WO3701 - No major issues with this line",BD1
06/28/2025 12:00:00 AM,"- Sticker and shrink for Stateside. ""Dekitting"" tag used to for downtime for applying stickers. Crew stopped @10pm to prepare for the changeover for next 3rd shift and spent the remainder of the shift cleaning and helping out on other lines",BS1
06/28/2025 12:00:00 AM,"5,264 cases produced on TD2 this run.  We took a huge hit to production due the middle slide gate finger bending then completing breaking. We were down for the beginning of the shift for about 1 hour and 50 minutes because of it. During that time, I sent TD2 HC to work on TA1 to get some extra cases out before TA1 changeover. We were able to get it taken to a fabricator to get welded and we were up and running on TD2 smooth after that. We also had a flavor change on TD2 due the inaccurate pk count which slowed us down a little. Overall good run, with excellent help and diligence from maintenance to find a solution for a dire problem.",TD2
06/28/2025 12:00:00 AM,"95% uptime. Dekitting- 16 minutes lost Team stopped to dekit during the first half of the shift, associates were moved around. Case erector- 3 minutes lost A few jams in the erector, due to low back pressure.",RP1
06/28/2025 12:00:00 AM,"98% uptime, the line was stopped at 9:15, since we had to do a change over. Finished Goods Pallet Change- 4 minutes lost I was training a new FL driver on how to put in pallets in the Vention.",RP1
06/28/2025 12:00:00 AM,"About 5,104 cases produced this shift. HC split even between TD1 and TD2 Raven was down the whole shift. We faced challenges with spinning of bottles, loader jams, and fallen cartons.  We ran out of pks physically but not systematically which caused a little friction in production, which resulted and a slower flavor change than expected. Other than that, we had a good run on TD1 with no major machine issues or staffing problems.",TD1
